incident_id,incident_name,discovery_date,contain_date,fire_year,state,county_fips,county_name,latitude,longitude,fire_size_acres,fire_size_class,cause,structures_destroyed,personnel_assigned
FIRE-2020-001895,Montana Fire 1895,2020-08-14,2020-09-12,2020,MT,1068,Montana County 13,46.36497,-105.67192,8.9,B,Undetermined,0,1
FIRE-2020-001896,Montana Fire 1896,2020-05-16,2020-06-17,2020,MT,1068,Montana County 13,46.13271,-105.76506,3020.6,F,Human - Campfire,20,130
FIRE-2020-001897,Montana Fire 1897,2020-12-11,2020-12-13,2020,MT,1068,Montana County 13,47.36314,-105.30374,3.5,B,Human - Equipment,0,1
FIRE-2020-001898,Montana Fire 1898,2020-06-07,2020-06-16,2020,MT,1068,Montana County 13,46.23275,-106.79853,11.3,C,Undetermined,0,1
FIRE-2020-001899,Montana Fire 1899,2020-07-07,2020-08-11,2020,MT,1068,Montana County 13,46.46194,-106.48625,162.2,D,Undetermined,8,1
FIRE-2020-001900,Montana Fire 1900,2020-08-15,2020-08-26,2020,MT,1068,Montana County 13,47.32504,-104.01167,56.7,C,Lightning,0,15
FIRE-2020-001901,Montana Fire 1901,2020-10-01,2020-11-02,2020,MT,1068,Montana County 13,46.72038,-106.28608,55.4,C,Human - Debris Burning,0,12
FIRE-2020-001902,Montana Fire 1902,2020-08-27,2020-09-07,2020,MT,1069,Montana County 20,48.30262,-113.3258,18.3,C,Powerline,0,11
FIRE-2020-001903,Montana Fire 1903,2020-07-26,2020-08-13,2020,MT,1069,Montana County 20,48.24908,-114.81323,180.7,D,Lightning,3,19
FIRE-2020-001904,Montana Fire 1904,2020-08-25,2020-09-04,2020,MT,1069,Montana County 20,48.7424,-113.95385,25.4,C,Undetermined,0,1
FIRE-2020-001905,Montana Fire 1905,2020-06-10,2020-07-21,2020,MT,1069,Montana County 20,48.86993,-114.45983,3.9,B,Lightning,0,1
FIRE-2020-001906,Montana Fire 1906,2020-08-12,2020-09-08,2020,MT,1069,Montana County 20,47.74633,-114.39127,49.5,C,Lightning,0,1
FIRE-2020-001907,Montana Fire 1907,2020-07-15,2020-08-12,2020,MT,1069,Montana County 20,48.58788,-114.52608,46.6,C,Powerline,0,4
FIRE-2020-001908,Montana Fire 1908,2020-11-08,2020-11-29,2020,MT,1069,Montana County 20,47.64298,-115.27091,36.2,C,Human - Equipment,0,1
FIRE-2020-001909,Montana Fire 1909,2020-10-02,2020-11-06,2020,MT,1069,Montana County 20,48.59947,-114.65107,33.9,C,Human - Campfire,0,1
FIRE-2020-001910,Montana Fire 1910,2020-09-09,2020-10-11,2020,MT,1069,Montana County 20,48.16215,-113.0166,60.2,C,Lightning,0,1
FIRE-2020-001911,Montana Fire 1911,2020-09-30,2020-10-11,2020,MT,1070,Montana County 21,47.47012,-111.90474,38.9,C,Lightning,0,16
FIRE-2020-001912,Montana Fire 1912,2020-07-08,2020-07-09,2020,MT,1070,Montana County 21,48.98796,-112.52235,56.8,C,Human - Arson,0,1
FIRE-2020-001913,Montana Fire 1913,2020-06-16,2020-07-20,2020,MT,1070,Montana County 21,47.87286,-112.6853,42.1,C,Human - Campfire,0,1
FIRE-2020-001914,Montana Fire 1914,2020-08-25,2020-10-03,2020,MT,1070,Montana County 21,47.96867,-111.28815,25.4,C,Undetermined,0,1
FIRE-2020-001915,Montana Fire 1915,2020-06-11,2020-07-16,2020,MT,1070,Montana County 21,47.82734,-110.95441,48.8,C,Powerline,0,1
FIRE-2020-001916,Montana Fire 1916,2020-09-01,2020-10-16,2020,MT,1070,Montana County 21,48.77134,-110.24424,80.1,C,Human - Campfire,0,2
FIRE-2020-001917,Montana Fire 1917,2020-07-06,2020-07-25,2020,MT,1070,Montana County 21,48.38394,-110.07497,58.8,C,Human - Debris Burning,0,1
FIRE-2020-001918,Montana Fire 1918,2020-07-18,2020-07-24,2020,MT,1070,Montana County 21,48.40159,-110.46159,40.3,C,Lightning,0,15
FIRE-2020-001919,Montana Fire 1919,2020-06-09,2020-07-08,2020,MT,1070,Montana County 21,48.70906,-111.62634,122.0,D,Lightning,2,12
FIRE-2020-001920,Montana Fire 1920,2020-07-22,2020-09-03,2020,MT,1070,Montana County 21,48.15295,-111.36809,32.5,C,Lightning,0,11
FIRE-2020-001921,Montana Fire 1921,2020-07-16,2020-08-28,2020,MT,1070,Montana County 21,47.58625,-111.85866,47.6,C,Undetermined,0,1
FIRE-2020-001922,Montana Fire 1922,2020-08-09,2020-09-11,2020,MT,1070,Montana County 21,47.69654,-111.84658,48.9,C,Human - Equipment,0,13
FIRE-2020-001923,Montana Fire 1923,2020-05-21,2020-05-24,2020,MT,1070,Montana County 21,48.25805,-112.61154,10.9,C,Powerline,0,1
FIRE-2020-001924,Montana Fire 1924,2020-07-23,2020-08-16,2020,MT,1070,Montana County 21,48.45344,-112.99804,57.3,C,Lightning,0,2
FIRE-2020-001925,Montana Fire 1925,2020-09-14,2020-10-21,2020,MT,1071,Montana County 22,48.05077,-107.01658,48.3,C,Lightning,0,1
FIRE-2020-001926,Montana Fire 1926,2020-07-24,2020-08-11,2020,MT,1071,Montana County 22,47.73639,-107.3007,68.6,C,Lightning,0,1
FIRE-2020-001927,Montana Fire 1927,2020-09-22,2020-10-11,2020,MT,1071,Montana County 22,47.76736,-108.21922,21.8,C,Lightning,0,1
FIRE-2020-001928,Montana Fire 1928,2020-08-10,2020-08-25,2020,MT,1071,Montana County 22,48.60035,-107.94942,93.8,C,Powerline,0,29
FIRE-2020-001929,Montana Fire 1929,2020-09-20,2020-09-26,2020,MT,1071,Montana County 22,48.89962,-107.22869,20.8,C,Human - Campfire,0,24
FIRE-2020-001930,Montana Fire 1930,2020-09-04,2020-09-26,2020,MT,1071,Montana County 22,48.57438,-107.71551,134.5,D,Human - Equipment,0,12
FIRE-2020-001931,Montana Fire 1931,2020-08-01,2020-09-09,2020,MT,1071,Montana County 22,47.80653,-107.16181,59.3,C,Powerline,0,1
FIRE-2020-001932,Montana Fire 1932,2020-09-02,2020-09-26,2020,MT,1071,Montana County 22,48.2402,-107.02571,41.0,C,Lightning,0,1
FIRE-2020-001933,Montana Fire 1933,2020-06-21,2020-07-23,2020,MT,1071,Montana County 22,48.92268,-107.13122,7942.7,G,Human - Arson,38,404
FIRE-2020-001934,Montana Fire 1934,2020-09-19,2020-09-24,2020,MT,1071,Montana County 22,48.81255,-108.13046,112.2,D,Undetermined,0,14
FIRE-2020-001935,Montana Fire 1935,2020-09-14,2020-10-22,2020,MT,1071,Montana County 22,47.53856,-108.54725,36.9,C,Lightning,0,2
FIRE-2020-001936,Montana Fire 1936,2020-07-06,2020-07-19,2020,MT,1072,Montana County 23,47.91693,-106.73538,5.7,B,Lightning,0,7
FIRE-2020-001937,Montana Fire 1937,2020-08-01,2020-09-04,2020,MT,1072,Montana County 23,48.72023,-104.3417,32.3,C,Lightning,0,1
FIRE-2020-001938,Montana Fire 1938,2020-08-24,2020-09-03,2020,MT,1072,Montana County 23,47.49129,-106.04804,48.5,C,Human - Campfire,0,1
FIRE-2020-001939,Montana Fire 1939,2020-07-24,2020-08-23,2020,MT,1072,Montana County 23,48.68176,-104.14884,1.8,B,Human - Equipment,0,1
FIRE-2020-001940,Montana Fire 1940,2020-02-19,2020-02-28,2020,MT,1072,Montana County 23,48.26971,-104.91176,41.2,C,Human - Arson,0,1
FIRE-2020-001941,Montana Fire 1941,2020-09-24,2020-10-20,2020,MT,1072,Montana County 23,48.25519,-106.29497,40.8,C,Lightning,0,2
FIRE-2020-001942,Montana Fire 1942,2020-09-06,2020-09-27,2020,MT,1072,Montana County 23,48.70773,-104.57271,27.9,C,Powerline,0,8
FIRE-2020-001943,Montana Fire 1943,2020-06-24,2020-07-03,2020,MT,1072,Montana County 23,48.293,-104.73713,16.4,C,Human - Equipment,0,1
FIRE-2021-001944,California Fire 1944,2021-09-16,2021-10-24,2021,CA,1001,California County 00,34.6195,-122.5554,39.0,C,Human - Equipment,0,1
FIRE-2021-001945,California Fire 1945,2021-10-23,2021-11-12,2021,CA,1001,California County 00,35.16499,-122.43253,17.0,C,Undetermined,0,23
FIRE-2021-001946,California Fire 1946,2021-05-31,2021-06-01,2021,CA,1001,California County 00,33.85567,-122.3674,20.2,C,Undetermined,0,18
FIRE-2021-001947,California Fire 1947,2021-09-01,2021-09-17,2021,CA,1001,California County 00,33.22698,-123.52218,52.1,C,Lightning,0,17
FIRE-2021-001948,California Fire 1948,2021-05-28,2021-05-29,2021,CA,1001,California County 00,35.03115,-122.32892,101.4,D,Lightning,0,6
FIRE-2021-001949,California Fire 1949,2021-07-04,2021-08-07,2021,CA,1001,California County 00,34.65965,-122.56234,16.7,C,Human - Equipment,0,1
FIRE-2021-001950,California Fire 1950,2021-06-20,2021-07-05,2021,CA,1001,California County 00,34.05366,-121.88786,34.6,C,Human - Equipment,0,10
FIRE-2021-001951,California Fire 1951,2021-10-18,2021-10-27,2021,CA,1001,California County 00,33.42678,-122.61168,26.7,C,Human - Equipment,0,1
FIRE-2021-001952,California Fire 1952,2021-05-19,2021-06-22,2021,CA,1001,California County 00,33.66798,-124.05976,11.7,C,Lightning,0,1
FIRE-2021-001953,California Fire 1953,2021-09-08,2021-09-17,2021,CA,1001,California County 00,32.83523,-122.37971,7.2,B,Lightning,0,1
FIRE-2021-001954,California Fire 1954,2021-10-23,2021-10-24,2021,CA,1002,California County 01,33.46542,-121.8564,4.9,B,Undetermined,0,1
FIRE-2021-001955,California Fire 1955,2021-08-02,2021-09-06,2021,CA,1002,California County 01,33.14586,-120.58996,40.2,C,Lightning,0,1
FIRE-2021-001956,California Fire 1956,2021-08-19,2021-09-19,2021,CA,1002,California County 01,33.94409,-121.64638,77.3,C,Human - Equipment,0,2
FIRE-2021-001957,California Fire 1957,2021-12-21,2022-01-27,2021,CA,1002,California County 01,33.34116,-120.39964,7.3,B,Undetermined,0,1
FIRE-2021-001958,California Fire 1958,2021-10-09,2021-11-21,2021,CA,1002,California County 01,34.95581,-120.53381,55.4,C,Human - Debris Burning,0,1
FIRE-2021-001959,California Fire 1959,2021-06-20,2021-07-21,2021,CA,1002,California County 01,33.07523,-120.43289,28.9,C,Lightning,0,1
FIRE-2021-001960,California Fire 1960,2021-08-18,2021-09-25,2021,CA,1002,California County 01,34.77112,-120.71239,12.2,C,Undetermined,0,22
FIRE-2021-001961,California Fire 1961,2021-07-09,2021-08-18,2021,CA,1002,California County 01,33.04639,-121.01972,43.0,C,Lightning,0,1
FIRE-2021-001962,California Fire 1962,2021-08-25,2021-08-30,2021,CA,1002,California County 01,33.85248,-121.61037,19.8,C,Human - Debris Burning,0,2
FIRE-2021-001963,California Fire 1963,2021-10-11,2021-10-27,2021,CA,1002,California County 01,33.02745,-121.25431,53.0,C,Powerline,0,10
FIRE-2021-001964,California Fire 1964,2021-06-20,2021-08-01,2021,CA,1002,California County 01,35.4757,-121.03447,15.5,C,Human - Equipment,0,1
FIRE-2021-001965,California Fire 1965,2021-06-11,2021-06-28,2021,CA,1002,California County 01,33.74476,-121.4509,2834.2,F,Human - Debris Burning,19,138
FIRE-2021-001966,California Fire 1966,2021-08-03,2021-08-04,2021,CA,1002,California County 01,34.41142,-119.53016,94.2,C,Lightning,0,1
FIRE-2021-001967,California Fire 1967,2021-08-17,2021-09-20,2021,CA,1002,California County 01,33.28055,-121.72948,115.7,D,Undetermined,2,4
FIRE-2021-001968,California Fire 1968,2021-07-05,2021-08-08,2021,CA,1002,California County 01,35.08875,-120.01671,7.4,B,Lightning,0,11
FIRE-2021-001969,California Fire 1969,2021-10-21,2021-10-25,2021,CA,1002,California County 01,32.8121,-119.89903,78.8,C,Human - Debris Burning,0,13
FIRE-2021-001970,California Fire 1970,2021-08-02,2021-09-04,2021,CA,1003,California County 02,35.4758,-117.65773,108.1,D,Powerline,6,1
FIRE-2021-001971,California Fire 1971,2021-09-06,2021-09-29,2021,CA,1003,California County 02,34.78647,-117.43004,105.4,D,Lightning,0,1
FIRE-2021-001972,California Fire 1972,2021-11-05,2021-11-23,2021,CA,1003,California County 02,35.65889,-117.27966,73.2,C,Undetermined,0,10
FIRE-2021-001973,California Fire 1973,2021-08-13,2021-09-12,2021,CA,1003,California County 02,34.31344,-119.03472,79.1,C,Lightning,0,13
FIRE-2021-001974,California Fire 1974,2021-08-24,2021-08-26,2021,CA,1003,California County 02,34.8052,-118.69862,114.4,D,Human - Arson,0,1
FIRE-2021-001975,California Fire 1975,2021-07-16,2021-07-22,2021,CA,1003,California County 02,35.48245,-116.81699,69.2,C,Lightning,0,1
FIRE-2021-001976,California Fire 1976,2021-08-19,2021-08-20,2021,CA,1003,California County 02,33.1107,-117.32083,47.3,C,Human - Debris Burning,0,6
FIRE-2021-001977,California Fire 1977,2021-08-07,2021-09-02,2021,CA,1003,California County 02,34.08291,-117.44722,46.9,C,Lightning,0,5
FIRE-2021-001978,California Fire 1978,2021-09-01,2021-10-01,2021,CA,1003,California County 02,32.87392,-118.70598,58.0,C,Human - Equipment,0,2
FIRE-2021-001979,California Fire 1979,2021-07-12,2021-08-06,2021,CA,1003,California County 02,34.94269,-118.94769,56.0,C,Human - Equipment,0,7
FIRE-2021-001980,California Fire 1980,2021-08-31,2021-10-13,2021,CA,1003,California County 02,34.78529,-118.93249,29.6,C,Human - Arson,0,1
FIRE-2021-001981,California Fire 1981,2021-07-30,2021-08-18,2021,CA,1003,California County 02,35.4307,-118.59723,68.7,C,Human - Debris Burning,0,1
FIRE-2021-001982,California Fire 1982,2021-08-27,2021-09-16,2021,CA,1003,California County 02,34.59107,-117.84261,30.4,C,Human - Arson,0,15
FIRE-2021-001983,California Fire 1983,2021-09-29,2021-11-12,2021,CA,1003,California County 02,32.81812,-118.50963,16.7,C,Human - Equipment,0,1
FIRE-2021-001984,California Fire 1984,2021-07-22,2021-08-30,2021,CA,1003,California County 02,34.32536,-116.99291,19.8,C,Lightning,0,14
FIRE-2021-001985,California Fire 1985,2021-10-17,2021-11-11,2021,CA,1003,California County 02,34.71865,-117.69757,22.8,C,Powerline,0,16
FIRE-2021-001986,California Fire 1986,2021-09-11,2021-10-20,2021,CA,1003,California County 02,35.05031,-117.53021,12.1,C,Lightning,0,3
FIRE-2021-001987,California Fire 1987,2021-06-04,2021-06-14,2021,CA,1003,California County 02,34.95848,-117.08833,13.0,C,Lightning,0,1
FIRE-2021-001988,California Fire 1988,2021-08-30,2021-09-13,2021,CA,1003,California County 02,33.66119,-118.39257,18.3,C,Powerline,0,1
FIRE-2021-001989,California Fire 1989,2021-08-07,2021-09-16,2021,CA,1004,California County 03,34.02587,-116.25528,2.8,B,Lightning,0,1
FIRE-2021-001990,California Fire 1990,2021-08-16,2021-08-22,2021,CA,1004,California County 03,34.39704,-116.46669,3.2,B,Human - Equipment,0,11
FIRE-2021-001991,California Fire 1991,2021-08-15,2021-08-22,2021,CA,1004,California County 03,32.90053,-116.02597,16.5,C,Lightning,0,1
FIRE-2021-001992,California Fire 1992,2021-08-02,2021-08-21,2021,CA,1004,California County 03,34.66742,-114.45211,51.4,C,Lightning,0,22
FIRE-2021-001993,California Fire 1993,2021-08-17,2021-09-27,2021,CA,1004,California County 03,35.36614,-115.67163,156.9,D,Human - Equipment,1,1
FIRE-2021-001994,California Fire 1994,2021-09-18,2021-10-11,2021,CA,1004,California County 03,33.67448,-114.98987,44.6,C,Human - Equipment,0,1
FIRE-2021-001995,California Fire 1995,2021-08-22,2021-09-08,2021,CA,1004,California County 03,34.01864,-115.97899,5.6,B,Human - Equipment,0,3
FIRE-2021-001996,California Fire 1996,2021-08-09,2021-08-23,2021,CA,1004,California County 03,32.87528,-116.46908,76.5,C,Lightning,0,18
FIRE-2021-001997,California Fire 1997,2021-06-23,2021-06-29,2021,CA,1004,California County 03,32.81786,-115.17116,25.4,C,Human - Equipment,0,1
FIRE-2021-001998,California Fire 1998,2021-08-15,2021-08-22,2021,CA,1004,California County 03,32.80852,-116.59054,64.9,C,Lightning,0,18
FIRE-2021-001999,California Fire 1999,2021-08-24,2021-08-27,2021,CA,1004,California County 03,34.7303,-114.06772,31.1,C,Human - Equipment,0,4
FIRE-2021-002000,California Fire 2000,2021-08-18,2021-09-06,2021,CA,1004,California County 03,33.55177,-114.75437,173.3,D,Human - Equipment,0,7
FIRE-2021-002001,California Fire 2001,2021-07-12,2021-07-24,2021,CA,1004,California County 03,34.72954,-116.16568,1.3,B,Lightning,0,17
FIRE-2021-002002,California Fire 2002,2021-06-11,2021-06-25,2021,CA,1005,California County 10,37.89412,-123.3271,45.3,C,Lightning,0,8
FIRE-2021-002003,California Fire 2003,2021-08-10,2021-09-08,2021,CA,1005,California County 10,38.42853,-122.73849,11.2,C,Undetermined,0,11
FIRE-2021-002004,California Fire 2004,2021-05-11,2021-05-27,2021,CA,1005,California County 10,36.13823,-123.35338,21.8,C,Powerline,0,1
FIRE-2021-002005,California Fire 2005,2021-06-16,2021-07-06,2021,CA,1005,California County 10,38.76944,-124.41578,25.8,C,Undetermined,0,1
FIRE-2021-002006,California Fire 2006,2021-07-31,2021-08-30,2021,CA,1005,California County 10,36.03552,-124.322,29.6,C,Lightning,0,1
FIRE-2021-002007,California Fire 2007,2021-08-18,2021-08-23,2021,CA,1005,California County 10,37.52095,-122.78035,39.2,C,Powerline,0,1
FIRE-2021-002008,California Fire 2008,2021-07-10,2021-08-22,2021,CA,1005,California County 10,37.87205,-122.64279,42.7,C,Undetermined,0,18
FIRE-2021-002009,California Fire 2009,2021-09-13,2021-10-03,2021,CA,1005,California County 10,37.6001,-124.38897,34.8,C,Human - Debris Burning,0,1
FIRE-2021-002010,California Fire 2010,2021-07-06,2021-07-21,2021,CA,1005,California County 10,38.1472,-122.10449,37.7,C,Human - Debris Burning,0,6
FIRE-2021-002011,California Fire 2011,2021-10-11,2021-10-30,2021,CA,1005,California County 10,38.24327,-122.70147,24.1,C,Lightning,0,22
FIRE-2021-002012,California Fire 2012,2021-06-01,2021-07-08,2021,CA,1005,California County 10,37.20236,-124.11035,152.4,D,Lightning,1,13
FIRE-2021-002013,California Fire 2013,2021-07-26,2021-09-02,2021,CA,1005,California County 10,38.72896,-122.56546,55.4,C,Human - Debris Burning,0,8
FIRE-2021-002014,California Fire 2014,2021-09-29,2021-10-27,2021,CA,1005,California County 10,35.87882,-122.38159,86.5,C,Powerline,0,13
FIRE-2021-002015,California Fire 2015,2021-09-04,2021-09-15,2021,CA,1005,California County 10,35.82811,-123.93735,30.9,C,Lightning,0,1
FIRE-2021-002016,California Fire 2016,2021-05-19,2021-06-05,2021,CA,1005,California County 10,37.75434,-122.76552,49.8,C,Lightning,0,12
FIRE-2021-002017,California Fire 2017,2021-06-20,2021-07-30,2021,CA,1006,California County 11,38.19742,-119.39775,13.4,C,Human - Debris Burning,0,1
FIRE-2021-002018,California Fire 2018,2021-06-11,2021-07-10,2021,CA,1006,California County 11,37.08717,-119.8274,7.9,B,Undetermined,0,1
FIRE-2021-002019,California Fire 2019,2021-06-08,2021-06-13,2021,CA,1006,California County 11,38.72118,-120.23185,131.4,D,Undetermined,10,1
FIRE-2021-002020,California Fire 2020,2021-07-30,2021-09-01,2021,CA,1006,California County 11,37.09576,-119.88569,106.1,D,Human - Arson,3,8
FIRE-2021-002021,California Fire 2021,2021-12-28,2022-01-01,2021,CA,1006,California County 11,36.85036,-119.32214,134.8,D,Powerline,0,9
FIRE-2021-002022,California Fire 2022,2021-06-14,2021-06-20,2021,CA,1006,California County 11,38.33488,-121.62905,92.3,C,Lightning,0,6
FIRE-2021-002023,California Fire 2023,2021-05-31,2021-07-08,2021,CA,1006,California County 11,38.6248,-120.12154,35.8,C,Lightning,0,11
FIRE-2021-002024,California Fire 2024,2021-09-15,2021-10-23,2021,CA,1006,California County 11,37.26484,-120.40582,31.1,C,Undetermined,0,14
FIRE-2021-002025,California Fire 2025,2021-06-23,2021-07-01,2021,CA,1006,California County 11,35.82508,-120.13047,2.2,B,Lightning,0,1
FIRE-2021-002026,California Fire 2026,2021-08-31,2021-10-12,2021,CA,1006,California County 11,36.7896,-120.76325,2.3,B,Lightning,0,1
FIRE-2021-002027,California Fire 2027,2021-05-26,2021-06-18,2021,CA,1006,California County 11,37.4185,-119.75274,12.7,C,Lightning,0,1
FIRE-2021-002028,California Fire 2028,2021-10-07,2021-11-17,2021,CA,1006,California County 11,37.75233,-119.62014,51.2,C,Lightning,0,1
FIRE-2021-002029,California Fire 2029,2021-06-28,2021-07-15,2021,CA,1006,California County 11,38.31111,-120.19591,23.6,C,Undetermined,0,1
FIRE-2021-002030,California Fire 2030,2021-07-04,2021-07-26,2021,CA,1006,California County 11,36.14702,-120.53179,29.3,C,Lightning,0,4
FIRE-2021-002031,California Fire 2031,2021-11-05,2021-12-10,2021,CA,1006,California County 11,38.07349,-120.94163,87.3,C,Human - Debris Burning,0,26
FIRE-2021-002032,California Fire 2032,2021-12-17,2022-01-31,2021,CA,1006,California County 11,38.13244,-119.3546,15.5,C,Human - Equipment,0,1
FIRE-2021-002033,California Fire 2033,2021-05-23,2021-06-26,2021,CA,1006,California County 11,36.48535,-121.51417,32.7,C,Human - Equipment,0,1
FIRE-2021-002034,California Fire 2034,2021-06-23,2021-07-01,2021,CA,1006,California County 11,35.86746,-120.239,17.8,C,Human - Debris Burning,0,1
FIRE-2021-002035,California Fire 2035,2021-08-12,2021-08-26,2021,CA,1006,California County 11,38.05906,-120.93591,45.8,C,Human - Campfire,0,1
FIRE-2021-002036,California Fire 2036,2021-09-04,2021-09-07,2021,CA,1006,California County 11,38.49907,-119.98575,20.9,C,Undetermined,0,5
FIRE-2021-002037,California Fire 2037,2021-10-01,2021-10-25,2021,CA,1007,California County 12,38.1359,-118.1984,60.3,C,Undetermined,0,1
FIRE-2021-002038,California Fire 2038,2021-09-19,2021-09-22,2021,CA,1007,California County 12,36.06114,-118.87031,5.1,B,Powerline,0,1
FIRE-2021-002039,California Fire 2039,2021-07-02,2021-08-02,2021,CA,1007,California County 12,36.98524,-117.18229,93.3,C,Undetermined,0,8
FIRE-2021-002040,California Fire 2040,2021-08-01,2021-09-05,2021,CA,1007,California County 12,37.88395,-117.89606,45.1,C,Human - Debris Burning,0,1
FIRE-2021-002041,California Fire 2041,2021-07-03,2021-07-10,2021,CA,1007,California County 12,38.40995,-117.3351,31.0,C,Lightning,0,1
FIRE-2021-002042,California Fire 2042,2021-08-27,2021-09-08,2021,CA,1007,California County 12,35.99786,-117.02455,12.8,C,Undetermined,0,1
FIRE-2021-002043,California Fire 2043,2021-05-14,2021-05-30,2021,CA,1007,California County 12,37.61882,-117.81697,38.7,C,Human - Campfire,0,1
FIRE-2021-002044,California Fire 2044,2021-07-02,2021-08-16,2021,CA,1007,California County 12,36.65345,-117.80743,35.3,C,Undetermined,0,9
FIRE-2021-002045,California Fire 2045,2021-09-02,2021-10-12,2021,CA,1007,California County 12,36.65959,-118.5643,53.9,C,Lightning,0,1
FIRE-2021-002046,California Fire 2046,2021-09-26,2021-09-29,2021,CA,1008,California County 13,36.44692,-114.01395,132.1,D,Human - Equipment,0,10
FIRE-2021-002047,California Fire 2047,2021-08-17,2021-09-22,2021,CA,1008,California County 13,35.86258,-114.83274,89.3,C,Powerline,0,6
FIRE-2021-002048,California Fire 2048,2021-09-19,2021-10-06,2021,CA,1008,California County 13,37.91296,-115.54668,6.7,B,Lightning,0,1
FIRE-2021-002049,California Fire 2049,2021-07-11,2021-07-20,2021,CA,1008,California County 13,35.74512,-116.60484,53.4,C,Lightning,0,10
FIRE-2021-002050,California Fire 2050,2021-08-02,2021-08-20,2021,CA,1008,California County 13,38.58161,-116.50173,330.0,E,Powerline,1,3
FIRE-2021-002051,California Fire 2051,2021-06-16,2021-07-06,2021,CA,1008,California County 13,38.16573,-116.49374,6166.8,G,Lightning,33,316
FIRE-2021-002052,California Fire 2052,2021-06-26,2021-07-16,2021,CA,1008,California County 13,37.36881,-115.46187,1.5,B,Human - Arson,0,6
FIRE-2021-002053,California Fire 2053,2021-08-01,2021-08-25,2021,CA,1008,California County 13,37.59393,-115.29564,27.7,C,Lightning,0,1
FIRE-2021-002054,California Fire 2054,2021-09-05,2021-09-24,2021,CA,1008,California County 13,37.67286,-116.28163,73.6,C,Lightning,0,1
FIRE-2021-002055,California Fire 2055,2021-09-05,2021-10-19,2021,CA,1008,California County 13,36.39152,-115.02837,2.8,B,Human - Equipment,0,3
FIRE-2021-002056,California Fire 2056,2021-08-27,2021-10-09,2021,CA,1009,California County 20,40.26443,-122.49965,166.7,D,Human - Equipment,3,1
FIRE-2021-002057,California Fire 2057,2021-09-27,2021-10-04,2021,CA,1009,California County 20,40.06879,-122.89016,5.5,B,Lightning,0,16
FIRE-2021-002058,California Fire 2058,2021-06-18,2021-06-22,2021,CA,1009,California County 20,39.6288,-122.35988,79.7,C,Lightning,0,14
FIRE-2021-002059,California Fire 2059,2021-07-04,2021-08-05,2021,CA,1009,California County 20,40.6979,-124.21559,200.8,D,Undetermined,8,24
FIRE-2021-002060,California Fire 2060,2021-09-09,2021-10-08,2021,CA,1009,California County 20,40.23961,-122.02786,31633.9,G,Lightning,164,1578
FIRE-2021-002061,California Fire 2061,2021-05-14,2021-05-22,2021,CA,1009,California County 20,40.85555,-122.26155,27.7,C,Undetermined,0,12
FIRE-2021-002062,California Fire 2062,2021-08-29,2021-09-21,2021,CA,1009,California County 20,41.23912,-123.89938,32.6,C,Human - Campfire,0,1
FIRE-2021-002063,California Fire 2063,2021-05-01,2021-05-12,2021,CA,1009,California County 20,40.29381,-123.10274,21.6,C,Human - Equipment,0,1
FIRE-2021-002064,California Fire 2064,2021-10-07,2021-11-09,2021,CA,1009,California County 20,39.22412,-123.68687,40.8,C,Lightning,0,1
FIRE-2021-002065,California Fire 2065,2021-11-06,2021-11-23,2021,CA,1009,California County 20,39.68312,-121.92764,1.6,B,Lightning,0,1
FIRE-2021-002066,California Fire 2066,2021-07-25,2021-08-04,2021,CA,1010,California County 21,41.62017,-121.35838,5.9,B,Undetermined,0,5
FIRE-2021-002067,California Fire 2067,2021-09-18,2021-10-28,2021,CA,1010,California County 21,41.25694,-120.46467,65.6,C,Human - Arson,0,2
FIRE-2021-002068,California Fire 2068,2021-10-02,2021-11-13,2021,CA,1010,California County 21,40.09412,-119.50943,11.6,C,Human - Debris Burning,0,1
FIRE-2021-002069,California Fire 2069,2021-08-06,2021-08-17,2021,CA,1010,California County 21,41.58076,-121.7944,40.5,C,Powerline,0,1
FIRE-2021-002070,California Fire 2070,2021-09-15,2021-10-10,2021,CA,1010,California County 21,40.55252,-121.84188,80.8,C,Undetermined,0,1
FIRE-2021-002071,California Fire 2071,2021-08-26,2021-09-10,2021,CA,1010,California County 21,39.44881,-119.99876,24.4,C,Lightning,0,1
FIRE-2021-002072,California Fire 2072,2021-05-10,2021-05-30,2021,CA,1010,California County 21,41.66368,-121.17474,20.1,C,Lightning,0,1
FIRE-2021-002073,California Fire 2073,2021-10-10,2021-11-05,2021,CA,1010,California County 21,41.17764,-119.80692,36.1,C,Human - Equipment,0,1
FIRE-2021-002074,California Fire 2074,2021-06-09,2021-06-26,2021,CA,1010,California County 21,40.17912,-121.69923,225.0,D,Undetermined,0,18
FIRE-2021-002075,California Fire 2075,2021-07-29,2021-08-22,2021,CA,1010,California County 21,41.44853,-120.75282,11.8,C,Human - Campfire,0,1
FIRE-2021-002076,California Fire 2076,2021-08-19,2021-09-30,2021,CA,1010,California County 21,41.31688,-120.69287,5.7,B,Human - Arson,0,4
FIRE-2021-002077,California Fire 2077,2021-05-30,2021-07-02,2021,CA,1010,California County 21,40.7199,-121.24258,8.0,B,Human - Equipment,0,1
FIRE-2021-002078,California Fire 2078,2021-10-10,2021-11-13,2021,CA,1010,California County 21,40.80331,-120.86176,43.3,C,Human - Equipment,0,13
